map_file=brc202d.map
agents=100
seed=0
random_problem=0
max_timestep=2000
max_comp_time=300000
395,227,365,269
248,370,435,138
102,231,484,260
36,139,506,373
446,440,472,408
477,346,208,140
206,289,480,296
472,299,327,80
133,148,89,142
478,331,89,197
385,91,504,403
288,123,470,187
472,186,366,78
481,294,363,90
150,151,364,235
350,288,497,444
120,225,399,100
360,182,463,142
191,138,427,5
494,190,362,287
285,96,474,317
369,118,270,143
103,65,435,410
426,132,509,185
247,358,224,302
496,190,343,96
117,234,368,299
372,249,473,423
447,90,99,175
53,139,239,287
328,236,47,115
428,174,463,188
391,82,213,302
202,283,361,62
280,231,367,188
247,272,252,347
403,89,473,154
51,61,102,131
171,115,347,111
45,135,119,159
425,130,118,266
376,215,251,391
257,333,250,308
156,151,429,60
435,186,362,221
182,134,500,432
477,249,95,142
282,231,134,54
230,280,385,126
69,162,214,284
430,30,87,167
377,70,495,287
509,426,357,228
359,50,357,241
75,106,356,292
91,142,455,379
434,234,251,390
459,452,254,280
87,179,98,137
359,83,217,304
424,92,411,16
281,101,47,119
360,234,72,53
383,111,85,53
114,147,419,90
245,236,352,236
434,142,426,27
474,245,221,136
86,73,103,125
451,91,165,114
156,140,479,159
242,284,77,58
223,136,344,81
283,279,85,65
178,147,285,121
441,190,471,223
463,369,92,170
415,96,290,90
262,390,471,97
454,300,448,132
511,406,488,291
345,214,441,191
336,231,343,247
425,16,67,165
208,299,249,394
90,129,421,98
362,122,347,248
88,62,96,154
197,131,466,443
341,86,64,150
48,76,335,213
84,128,255,312
406,22,350,294
459,351,185,158
468,231,412,31
425,127,362,60
343,95,502,184
425,102,102,152
471,103,420,122
275,297,175,134
